timestamp,seed,pretrained,lr,weight_decay,momentum,num_epochs,batch_size,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy,alg
2024-01-25 05:20:04.755242,0,True,1e-05,0.1,0.9,50,128,59.44444444444444,94.93922037013247,69.44444444444444,93.1078574163434,
2024-01-26 04:59:39.815836,0,True,1e-05,0.1,0.9,50,128,39.44444444444444,94.06010758967471,63.38709677419355,87.96913959743043,eiil
