timestamp,seed,pretrained,arch,lr,weight_decay,momentum,num_epochs,batch_size,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy,alg
2024-01-25 11:03:22.058023,0,True,cliprn50,1e-05,0.001,0.9,100,128,42.0,92.92380952380954,65.2,76.14047619047619,gb
2024-02-01 04:48:16.247516,0,True,cliprn50,1e-05,0.0001,0.9,100,128,18.0,53.830952380952375,17.2,51.39285714285714,pde
